date,vehicle_type,manufacturer,registrations
2020-01-31,4W,Skoda,896
2020-01-31,4W,Volkswagen,1380
2020-02-01,2W,Hero,2801
2020-02-01,2W,Honda,3989
2020-02-01,2W,TVS,3846
2020-02-01,2W,Bajaj,4187
2020-02-01,2W,Royal Enfield,2512
2020-02-01,2W,Yamaha,2148
2020-02-01,2W,Suzuki,2777
2020-02-01,2W,Ola Electric,4008
2020-02-01,2W,Ather,3537
2020-02-01,3W,Bajaj,360
2020-02-01,3W,Piaggio,439
2020-02-01,3W,Mahindra,438
2020-02-01,3W,TVS,391
2020-02-01,3W,Atul,217
2020-02-01,3W,Kinetic,434
2020-02-01,4W,Maruti Suzuki,1033
2020-02-01,4W,Hyundai,722
2020-02-01,4W,Tata Motors,1193
2020-02-01,4W,Mahindra,1077
2020-02-01,4W,Kia,838
2020-02-01,4W,Toyota,737
2020-02-01,4W,Honda,601
2020-02-01,4W,MG,1030
2020-02-01,4W,Skoda,832
2020-02-01,4W,Volkswagen,387
2020-02-02,2W,Hero,3143
2020-02-02,2W,Honda,4108
2020-02-02,2W,TVS,5467
2020-02-02,2W,Bajaj,4249
2020-02-02,2W,Royal Enfield,4179
2020-02-02,2W,Yamaha,2939
2020-02-02,2W,Suzuki,4639
2020-02-02,2W,Ola Electric,1785
2020-02-02,2W,Ather,4807
2020-02-02,3W,Bajaj,348
2020-02-02,3W,Piaggio,468
2020-02-02,3W,Mahindra,462
2020-02-02,3W,TVS,365
2020-02-02,3W,Atul,217
2020-02-02,3W,Kinetic,436
2020-02-02,4W,Maruti Suzuki,715
2020-02-02,4W,Hyundai,635
2020-02-02,4W,Tata Motors,944
2020-02-02,4W,Mahindra,907
2020-02-02,4W,Kia,806
2020-02-02,4W,Toyota,723
2020-02-02,4W,Honda,782
2020-02-02,4W,MG,432
2020-02-02,4W,Skoda,399
2020-02-02,4W,Volkswagen,874
2020-02-03,2W,Hero,10768
2020-02-03,2W,Honda,5231
2020-02-03,2W,TVS,5521
2020-02-03,2W,Bajaj,9340
2020-02-03,2W,Royal Enfield,6893
2020-02-03,2W,Yamaha,5216
2020-02-03,2W,Suzuki,4223
2020-02-03,2W,Ola Electric,7202
2020-02-03,2W,Ather,9173
2020-02-03,3W,Bajaj,426
2020-02-03,3W,Piaggio,962
2020-02-03,3W,Mahindra,306
2020-02-03,3W,TVS,540
2020-02-03,3W,Atul,367
2020-02-03,3W,Kinetic,487
2020-02-03,4W,Maruti Suzuki,1676
2020-02-03,4W,Hyundai,865
2020-02-03,4W,Tata Motors,1148
2020-02-03,4W,Mahindra,1245
2020-02-03,4W,Kia,641
2020-02-03,4W,Toyota,1756
2020-02-03,4W,Honda,552
2020-02-03,4W,MG,1659
2020-02-03,4W,Skoda,933
2020-02-03,4W,Volkswagen,857
2020-02-04,2W,Hero,3897
2020-02-04,2W,Honda,6866
2020-02-04,2W,TVS,7310
2020-02-04,2W,Bajaj,8965
2020-02-04,2W,Royal Enfield,8656
2020-02-04,2W,Yamaha,7155
2020-02-04,2W,Suzuki,8772
2020-02-04,2W,Ola Electric,5369
2020-02-04,2W,Ather,5878
2020-02-04,3W,Bajaj,770
2020-02-04,3W,Piaggio,769
2020-02-04,3W,Mahindra,767
2020-02-04,3W,TVS,513
2020-02-04,3W,Atul,767
2020-02-04,3W,Kinetic,556
2020-02-04,4W,Maruti Suzuki,1656
2020-02-04,4W,Hyundai,1182
2020-02-04,4W,Tata Motors,978
2020-02-04,4W,Mahindra,732
2020-02-04,4W,Kia,2119
2020-02-04,4W,Toyota,876
2020-02-04,4W,Honda,1253
2020-02-04,4W,MG,2208
2020-02-04,4W,Skoda,1097
2020-02-04,4W,Volkswagen,558
2020-02-05,2W,Hero,6040
2020-02-05,2W,Honda,4511
2020-02-05,2W,TVS,10886
2020-02-05,2W,Bajaj,3965
2020-02-05,2W,Royal Enfield,8958
2020-02-05,2W,Yamaha,7673
2020-02-05,2W,Suzuki,6883
2020-02-05,2W,Ola Electric,8249
2020-02-05,2W,Ather,7689
2020-02-05,3W,Bajaj,307
2020-02-05,3W,Piaggio,389
2020-02-05,3W,Mahindra,855
2020-02-05,3W,TVS,305
2020-02-05,3W,Atul,567
2020-02-05,3W,Kinetic,546
2020-02-05,4W,Maruti Suzuki,870
2020-02-05,4W,Hyundai,1698
2020-02-05,4W,Tata Motors,1268
2020-02-05,4W,Mahindra,1646
2020-02-05,4W,Kia,956
2020-02-05,4W,Toyota,897
2020-02-05,4W,Honda,978
2020-02-05,4W,MG,966
2020-02-05,4W,Skoda,1413
2020-02-05,4W,Volkswagen,1634
2020-02-06,2W,Hero,6101
2020-02-06,2W,Honda,4780
2020-02-06,2W,TVS,5517
2020-02-06,2W,Bajaj,4803
2020-02-06,2W,Royal Enfield,5750
2020-02-06,2W,Yamaha,7841
2020-02-06,2W,Suzuki,8401
2020-02-06,2W,Ola Electric,5869
2020-02-06,2W,Ather,4955
2020-02-06,3W,Bajaj,938
2020-02-06,3W,Piaggio,367
2020-02-06,3W,Mahindra,390
2020-02-06,3W,TVS,408
2020-02-06,3W,Atul,352
2020-02-06,3W,Kinetic,973
2020-02-06,4W,Maruti Suzuki,1294
2020-02-06,4W,Hyundai,573
2020-02-06,4W,Tata Motors,835
2020-02-06,4W,Mahindra,1654
2020-02-06,4W,Kia,813
2020-02-06,4W,Toyota,1899
2020-02-06,4W,Honda,1274
2020-02-06,4W,MG,1069
2020-02-06,4W,Skoda,751
2020-02-06,4W,Volkswagen,2132
2020-02-07,2W,Hero,7860
2020-02-07,2W,Honda,4390
2020-02-07,2W,TVS,8331
2020-02-07,2W,Bajaj,7957
2020-02-07,2W,Royal Enfield,6143
2020-02-07,2W,Yamaha,7828
2020-02-07,2W,Suzuki,6486
2020-02-07,2W,Ola Electric,4619
2020-02-07,2W,Ather,5880
2020-02-07,3W,Bajaj,391
2020-02-07,3W,Piaggio,667
2020-02-07,3W,Mahindra,896
2020-02-07,3W,TVS,862
2020-02-07,3W,Atul,676
2020-02-07,3W,Kinetic,445
2020-02-07,4W,Maruti Suzuki,1656
2020-02-07,4W,Hyundai,1797
2020-02-07,4W,Tata Motors,1689
2020-02-07,4W,Mahindra,1377
2020-02-07,4W,Kia,1632
2020-02-07,4W,Toyota,1974
2020-02-07,4W,Honda,1523
2020-02-07,4W,MG,1236
2020-02-07,4W,Skoda,1648
2020-02-07,4W,Volkswagen,696
2020-02-08,2W,Hero,3162
2020-02-08,2W,Honda,4206
2020-02-08,2W,TVS,5012
2020-02-08,2W,Bajaj,2282
2020-02-08,2W,Royal Enfield,5337
2020-02-08,2W,Yamaha,5152
2020-02-08,2W,Suzuki,6488
2020-02-08,2W,Ola Electric,4899
2020-02-08,2W,Ather,5686
2020-02-08,3W,Bajaj,377
2020-02-08,3W,Piaggio,381
2020-02-08,3W,Mahindra,445
2020-02-08,3W,TVS,197
2020-02-08,3W,Atul,381
2020-02-08,3W,Kinetic,279
2020-02-08,4W,Maruti Suzuki,865
2020-02-08,4W,Hyundai,842
2020-02-08,4W,Tata Motors,793
2020-02-08,4W,Mahindra,486
2020-02-08,4W,Kia,670
2020-02-08,4W,Toyota,351
2020-02-08,4W,Honda,850
2020-02-08,4W,MG,1006
2020-02-08,4W,Skoda,680
2020-02-08,4W,Volkswagen,727
2020-02-09,2W,Hero,4315
2020-02-09,2W,Honda,2682
2020-02-09,2W,TVS,3173
2020-02-09,2W,Bajaj,4717
2020-02-09,2W,Royal Enfield,3079
2020-02-09,2W,Yamaha,2921
2020-02-09,2W,Suzuki,5038
2020-02-09,2W,Ola Electric,3969
2020-02-09,2W,Ather,3086
2020-02-09,3W,Bajaj,454
2020-02-09,3W,Piaggio,383
2020-02-09,3W,Mahindra,312
2020-02-09,3W,TVS,220
2020-02-09,3W,Atul,544
2020-02-09,3W,Kinetic,452
2020-02-09,4W,Maruti Suzuki,990
2020-02-09,4W,Hyundai,1101
2020-02-09,4W,Tata Motors,912
2020-02-09,4W,Mahindra,797
2020-02-09,4W,Kia,880
2020-02-09,4W,Toyota,873
2020-02-09,4W,Honda,538
2020-02-09,4W,MG,1153
2020-02-09,4W,Skoda,831
2020-02-09,4W,Volkswagen,521
2020-02-10,2W,Hero,8051
2020-02-10,2W,Honda,6577
2020-02-10,2W,TVS,8774
2020-02-10,2W,Bajaj,3467
2020-02-10,2W,Royal Enfield,4464
2020-02-10,2W,Yamaha,7067
2020-02-10,2W,Suzuki,5553
2020-02-10,2W,Ola Electric,5275
2020-02-10,2W,Ather,6284
2020-02-10,3W,Bajaj,378
2020-02-10,3W,Piaggio,652
2020-02-10,3W,Mahindra,685
2020-02-10,3W,TVS,452
2020-02-10,3W,Atul,397
2020-02-10,3W,Kinetic,1036
2020-02-10,4W,Maruti Suzuki,1176
2020-02-10,4W,Hyundai,1600
2020-02-10,4W,Tata Motors,1560
2020-02-10,4W,Mahindra,1172
2020-02-10,4W,Kia,1560
2020-02-10,4W,Toyota,1742
2020-02-10,4W,Honda,1823
2020-02-10,4W,MG,1533
2020-02-10,4W,Skoda,1331
2020-02-10,4W,Volkswagen,1105
2020-02-11,2W,Hero,7522
2020-02-11,2W,Honda,3926
2020-02-11,2W,TVS,4940
2020-02-11,2W,Bajaj,7799
2020-02-11,2W,Royal Enfield,6481
2020-02-11,2W,Yamaha,8261
2020-02-11,2W,Suzuki,3871
2020-02-11,2W,Ola Electric,7111
2020-02-11,2W,Ather,6739
2020-02-11,3W,Bajaj,322
2020-02-11,3W,Piaggio,439
2020-02-11,3W,Mahindra,383
2020-02-11,3W,TVS,425
2020-02-11,3W,Atul,844
2020-02-11,3W,Kinetic,591
2020-02-11,4W,Maruti Suzuki,1847
2020-02-11,4W,Hyundai,1216
2020-02-11,4W,Tata Motors,1545
2020-02-11,4W,Mahindra,851
2020-02-11,4W,Kia,1316
2020-02-11,4W,Toyota,650
2020-02-11,4W,Honda,1624
2020-02-11,4W,MG,1764
2020-02-11,4W,Skoda,775
2020-02-11,4W,Volkswagen,1570
2020-02-12,2W,Hero,3334
2020-02-12,2W,Honda,5444
2020-02-12,2W,TVS,11617
2020-02-12,2W,Bajaj,8915
2020-02-12,2W,Royal Enfield,10938
2020-02-12,2W,Yamaha,9113
2020-02-12,2W,Suzuki,3747
2020-02-12,2W,Ola Electric,3275
2020-02-12,2W,Ather,7241
2020-02-12,3W,Bajaj,702
2020-02-12,3W,Piaggio,687
2020-02-12,3W,Mahindra,566
2020-02-12,3W,TVS,806
2020-02-12,3W,Atul,594
2020-02-12,3W,Kinetic,930
2020-02-12,4W,Maruti Suzuki,742
2020-02-12,4W,Hyundai,1244
2020-02-12,4W,Tata Motors,1780
2020-02-12,4W,Mahindra,1542
2020-02-12,4W,Kia,1299
2020-02-12,4W,Toyota,1721
2020-02-12,4W,Honda,759
2020-02-12,4W,MG,919
2020-02-12,4W,Skoda,1524
2020-02-12,4W,Volkswagen,2090
2020-02-13,2W,Hero,8727
2020-02-13,2W,Honda,6516
2020-02-13,2W,TVS,5128
2020-02-13,2W,Bajaj,4330
2020-02-13,2W,Royal Enfield,6581
2020-02-13,2W,Yamaha,9771
2020-02-13,2W,Suzuki,5212
2020-02-13,2W,Ola Electric,5615
2020-02-13,2W,Ather,8685
2020-02-13,3W,Bajaj,763
2020-02-13,3W,Piaggio,423
2020-02-13,3W,Mahindra,449
2020-02-13,3W,TVS,809
2020-02-13,3W,Atul,658
2020-02-13,3W,Kinetic,538
2020-02-13,4W,Maruti Suzuki,697
2020-02-13,4W,Hyundai,975
2020-02-13,4W,Tata Motors,1978
2020-02-13,4W,Mahindra,1782
2020-02-13,4W,Kia,2033
2020-02-13,4W,Toyota,719
2020-02-13,4W,Honda,830
2020-02-13,4W,MG,1760
2020-02-13,4W,Skoda,1118
2020-02-13,4W,Volkswagen,1343
2020-02-14,2W,Hero,8608
2020-02-14,2W,Honda,7165
2020-02-14,2W,TVS,8256
2020-02-14,2W,Bajaj,8240
2020-02-14,2W,Royal Enfield,8514
2020-02-14,2W,Yamaha,4212
2020-02-14,2W,Suzuki,7241
2020-02-14,2W,Ola Electric,4511
2020-02-14,2W,Ather,9464
2020-02-14,3W,Bajaj,326
2020-02-14,3W,Piaggio,797
2020-02-14,3W,Mahindra,719
2020-02-14,3W,TVS,616
2020-02-14,3W,Atul,442
2020-02-14,3W,Kinetic,512
2020-02-14,4W,Maruti Suzuki,892
2020-02-14,4W,Hyundai,952
2020-02-14,4W,Tata Motors,1172
2020-02-14,4W,Mahindra,1659
2020-02-14,4W,Kia,1972
2020-02-14,4W,Toyota,2045
2020-02-14,4W,Honda,1428
2020-02-14,4W,MG,681
2020-02-14,4W,Skoda,1408
2020-02-14,4W,Volkswagen,1630
2020-02-15,2W,Hero,6138
2020-02-15,2W,Honda,4405
2020-02-15,2W,TVS,4698
2020-02-15,2W,Bajaj,4344
2020-02-15,2W,Royal Enfield,4935
2020-02-15,2W,Yamaha,4822
2020-02-15,2W,Suzuki,5484
2020-02-15,2W,Ola Electric,5227
2020-02-15,2W,Ather,2578
2020-02-15,3W,Bajaj,644
2020-02-15,3W,Piaggio,281
2020-02-15,3W,Mahindra,637
2020-02-15,3W,TVS,451
2020-02-15,3W,Atul,182
2020-02-15,3W,Kinetic,185
2020-02-15,4W,Maruti Suzuki,1276
2020-02-15,4W,Hyundai,894
2020-02-15,4W,Tata Motors,804
2020-02-15,4W,Mahindra,550
2020-02-15,4W,Kia,951
2020-02-15,4W,Toyota,1308
2020-02-15,4W,Honda,662
2020-02-15,4W,MG,843
2020-02-15,4W,Skoda,1212
2020-02-15,4W,Volkswagen,535
2020-02-16,2W,Hero,1908
2020-02-16,2W,Honda,5802
2020-02-16,2W,TVS,2269
2020-02-16,2W,Bajaj,4052
2020-02-16,2W,Royal Enfield,2245
2020-02-16,2W,Yamaha,5795
2020-02-16,2W,Suzuki,3958
2020-02-16,2W,Ola Electric,6382
2020-02-16,2W,Ather,4381
2020-02-16,3W,Bajaj,243
2020-02-16,3W,Piaggio,479
2020-02-16,3W,Mahindra,358
2020-02-16,3W,TVS,216
2020-02-16,3W,Atul,212
2020-02-16,3W,Kinetic,528
2020-02-16,4W,Maruti Suzuki,554
2020-02-16,4W,Hyundai,1441
2020-02-16,4W,Tata Motors,1100
2020-02-16,4W,Mahindra,677
2020-02-16,4W,Kia,981
2020-02-16,4W,Toyota,504
2020-02-16,4W,Honda,968
2020-02-16,4W,MG,686
2020-02-16,4W,Skoda,565
2020-02-16,4W,Volkswagen,859
2020-02-17,2W,Hero,5629
2020-02-17,2W,Honda,3942
2020-02-17,2W,TVS,8695
2020-02-17,2W,Bajaj,4940
2020-02-17,2W,Royal Enfield,2967
2020-02-17,2W,Yamaha,5481
2020-02-17,2W,Suzuki,8427
2020-02-17,2W,Ola Electric,7087
2020-02-17,2W,Ather,5004
2020-02-17,3W,Bajaj,495
2020-02-17,3W,Piaggio,601
2020-02-17,3W,Mahindra,400
2020-02-17,3W,TVS,903
2020-02-17,3W,Atul,605
2020-02-17,3W,Kinetic,420
2020-02-17,4W,Maruti Suzuki,1006
2020-02-17,4W,Hyundai,1777
2020-02-17,4W,Tata Motors,1788
2020-02-17,4W,Mahindra,1574
2020-02-17,4W,Kia,1689
2020-02-17,4W,Toyota,1652
2020-02-17,4W,Honda,2079
2020-02-17,4W,MG,1747
2020-02-17,4W,Skoda,1310
2020-02-17,4W,Volkswagen,1117
2020-02-18,2W,Hero,5456
2020-02-18,2W,Honda,8372
2020-02-18,2W,TVS,4665
2020-02-18,2W,Bajaj,7014
2020-02-18,2W,Royal Enfield,7410
2020-02-18,2W,Yamaha,7529
2020-02-18,2W,Suzuki,10008
2020-02-18,2W,Ola Electric,5289
2020-02-18,2W,Ather,9071
2020-02-18,3W,Bajaj,663
2020-02-18,3W,Piaggio,850
2020-02-18,3W,Mahindra,623
2020-02-18,3W,TVS,929
2020-02-18,3W,Atul,902
2020-02-18,3W,Kinetic,417
2020-02-18,4W,Maruti Suzuki,2126
2020-02-18,4W,Hyundai,1459
2020-02-18,4W,Tata Motors,1711
2020-02-18,4W,Mahindra,1954
2020-02-18,4W,Kia,958
2020-02-18,4W,Toyota,753
2020-02-18,4W,Honda,1826
2020-02-18,4W,MG,1307
2020-02-18,4W,Skoda,1355
2020-02-18,4W,Volkswagen,2173
2020-02-19,2W,Hero,9117
2020-02-19,2W,Honda,5887
2020-02-19,2W,TVS,3506
2020-02-19,2W,Bajaj,6575
2020-02-19,2W,Royal Enfield,4598
2020-02-19,2W,Yamaha,7782
2020-02-19,2W,Suzuki,6606
2020-02-19,2W,Ola Electric,3791
2020-02-19,2W,Ather,9229
2020-02-19,3W,Bajaj,363
2020-02-19,3W,Piaggio,673
2020-02-19,3W,Mahindra,333
2020-02-19,3W,TVS,852
2020-02-19,3W,Atul,479
2020-02-19,3W,Kinetic,397
2020-02-19,4W,Maruti Suzuki,1933
2020-02-19,4W,Hyundai,2028
2020-02-19,4W,Tata Motors,1210
2020-02-19,4W,Mahindra,5058
2020-02-19,4W,Kia,1971
2020-02-19,4W,Toyota,1430
2020-02-19,4W,Honda,1341
2020-02-19,4W,MG,2272
2020-02-19,4W,Skoda,1123
2020-02-19,4W,Volkswagen,1529
2020-02-20,2W,Hero,7828
2020-02-20,2W,Honda,8031
2020-02-20,2W,TVS,8432
2020-02-20,2W,Bajaj,6100
2020-02-20,2W,Royal Enfield,8869
2020-02-20,2W,Yamaha,9231
2020-02-20,2W,Suzuki,6517
2020-02-20,2W,Ola Electric,4471
2020-02-20,2W,Ather,6640
2020-02-20,3W,Bajaj,722
2020-02-20,3W,Piaggio,1026
2020-02-20,3W,Mahindra,319
2020-02-20,3W,TVS,836
2020-02-20,3W,Atul,440
2020-02-20,3W,Kinetic,332
2020-02-20,4W,Maruti Suzuki,1219
2020-02-20,4W,Hyundai,911
2020-02-20,4W,Tata Motors,1585
2020-02-20,4W,Mahindra,1618
2020-02-20,4W,Kia,818
2020-02-20,4W,Toyota,1542
2020-02-20,4W,Honda,1130
2020-02-20,4W,MG,1793
2020-02-20,4W,Skoda,1456
2020-02-20,4W,Volkswagen,1211
2020-02-21,2W,Hero,7067
2020-02-21,2W,Honda,5435
2020-02-21,2W,TVS,4890
2020-02-21,2W,Bajaj,6104
2020-02-21,2W,Royal Enfield,5952
2020-02-21,2W,Yamaha,6460
2020-02-21,2W,Suzuki,3159
2020-02-21,2W,Ola Electric,3927
2020-02-21,2W,Ather,4591
2020-02-21,3W,Bajaj,488
2020-02-21,3W,Piaggio,1200
2020-02-21,3W,Mahindra,388
2020-02-21,3W,TVS,359
2020-02-21,3W,Atul,1161
2020-02-21,3W,Kinetic,928
2020-02-21,4W,Maruti Suzuki,989
2020-02-21,4W,Hyundai,2219
2020-02-21,4W,Tata Motors,1442
2020-02-21,4W,Mahindra,1778
2020-02-21,4W,Kia,1917
2020-02-21,4W,Toyota,1786
2020-02-21,4W,Honda,1066
2020-02-21,4W,MG,1984
2020-02-21,4W,Skoda,784
2020-02-21,4W,Volkswagen,1246
2020-02-22,2W,Hero,2269
2020-02-22,2W,Honda,2193
2020-02-22,2W,TVS,3207
2020-02-22,2W,Bajaj,3482
2020-02-22,2W,Royal Enfield,4043
2020-02-22,2W,Yamaha,6720
2020-02-22,2W,Suzuki,4363
2020-02-22,2W,Ola Electric,4946
2020-02-22,2W,Ather,3172
2020-02-22,3W,Bajaj,594
2020-02-22,3W,Piaggio,304
2020-02-22,3W,Mahindra,427
2020-02-22,3W,TVS,209
2020-02-22,3W,Atul,363
2020-02-22,3W,Kinetic,341
2020-02-22,4W,Maruti Suzuki,746
2020-02-22,4W,Hyundai,893
2020-02-22,4W,Tata Motors,949
2020-02-22,4W,Mahindra,1045
2020-02-22,4W,Kia,1095
2020-02-22,4W,Toyota,737
2020-02-22,4W,Honda,720
2020-02-22,4W,MG,878
2020-02-22,4W,Skoda,453
2020-02-22,4W,Volkswagen,628
2020-02-23,2W,Hero,3007
2020-02-23,2W,Honda,3817
2020-02-23,2W,TVS,4546
2020-02-23,2W,Bajaj,4651
2020-02-23,2W,Royal Enfield,3030
2020-02-23,2W,Yamaha,5594
2020-02-23,2W,Suzuki,2424
2020-02-23,2W,Ola Electric,3520
2020-02-23,2W,Ather,4798
2020-02-23,3W,Bajaj,367
2020-02-23,3W,Piaggio,231
2020-02-23,3W,Mahindra,483
2020-02-23,3W,TVS,346
2020-02-23,3W,Atul,331
2020-02-23,3W,Kinetic,455
2020-02-23,4W,Maruti Suzuki,1132
2020-02-23,4W,Hyundai,794
2020-02-23,4W,Tata Motors,1134
2020-02-23,4W,Mahindra,417
2020-02-23,4W,Kia,587
2020-02-23,4W,Toyota,511
2020-02-23,4W,Honda,1063
2020-02-23,4W,MG,990
2020-02-23,4W,Skoda,400
2020-02-23,4W,Volkswagen,1267
2020-02-24,2W,Hero,9263
2020-02-24,2W,Honda,4284
2020-02-24,2W,TVS,5156
2020-02-24,2W,Bajaj,9431
2020-02-24,2W,Royal Enfield,8855
2020-02-24,2W,Yamaha,5639
2020-02-24,2W,Suzuki,5950
2020-02-24,2W,Ola Electric,6818
2020-02-24,2W,Ather,7882
2020-02-24,3W,Bajaj,579
2020-02-24,3W,Piaggio,1404
2020-02-24,3W,Mahindra,647
2020-02-24,3W,TVS,750
2020-02-24,3W,Atul,1000
2020-02-24,3W,Kinetic,363
2020-02-24,4W,Maruti Suzuki,1135
2020-02-24,4W,Hyundai,1039
2020-02-24,4W,Tata Motors,805
2020-02-24,4W,Mahindra,2015
2020-02-24,4W,Kia,765
2020-02-24,4W,Toyota,1221
2020-02-24,4W,Honda,1578
2020-02-24,4W,MG,2381
2020-02-24,4W,Skoda,1882
2020-02-24,4W,Volkswagen,1519
2020-02-25,2W,Hero,8408
2020-02-25,2W,Honda,6236
2020-02-25,2W,TVS,5567
2020-02-25,2W,Bajaj,5470
2020-02-25,2W,Royal Enfield,8737
2020-02-25,2W,Yamaha,3083
2020-02-25,2W,Suzuki,5456
2020-02-25,2W,Ola Electric,5788
2020-02-25,2W,Ather,5156
2020-02-25,3W,Bajaj,515
2020-02-25,3W,Piaggio,1203
2020-02-25,3W,Mahindra,884
2020-02-25,3W,TVS,945
2020-02-25,3W,Atul,795
2020-02-25,3W,Kinetic,1022
2020-02-25,4W,Maruti Suzuki,1330
2020-02-25,4W,Hyundai,818
2020-02-25,4W,Tata Motors,1844
2020-02-25,4W,Mahindra,1443
2020-02-25,4W,Kia,1297
2020-02-25,4W,Toyota,1888
2020-02-25,4W,Honda,812
2020-02-25,4W,MG,832
2020-02-25,4W,Skoda,1363
2020-02-25,4W,Volkswagen,1605
2020-02-26,2W,Hero,3777
2020-02-26,2W,Honda,8167
2020-02-26,2W,TVS,6460
2020-02-26,2W,Bajaj,5059
2020-02-26,2W,Royal Enfield,11598
2020-02-26,2W,Yamaha,9839
2020-02-26,2W,Suzuki,7793
2020-02-26,2W,Ola Electric,8822
2020-02-26,2W,Ather,6291
2020-02-26,3W,Bajaj,786
2020-02-26,3W,Piaggio,760
2020-02-26,3W,Mahindra,909
2020-02-26,3W,TVS,635
2020-02-26,3W,Atul,981
2020-02-26,3W,Kinetic,516
2020-02-26,4W,Maruti Suzuki,1400
2020-02-26,4W,Hyundai,1454
2020-02-26,4W,Tata Motors,2073
2020-02-26,4W,Mahindra,745
2020-02-26,4W,Kia,1580
2020-02-26,4W,Toyota,699
2020-02-26,4W,Honda,1351
2020-02-26,4W,MG,1333
2020-02-26,4W,Skoda,1753
2020-02-26,4W,Volkswagen,1069
2020-02-27,2W,Hero,9549
2020-02-27,2W,Honda,6508
2020-02-27,2W,TVS,4671
2020-02-27,2W,Bajaj,6826
2020-02-27,2W,Royal Enfield,10651
2020-02-27,2W,Yamaha,9269
2020-02-27,2W,Suzuki,4291
2020-02-27,2W,Ola Electric,6226
2020-02-27,2W,Ather,4592
2020-02-27,3W,Bajaj,781
2020-02-27,3W,Piaggio,834
2020-02-27,3W,Mahindra,1182
2020-02-27,3W,TVS,601
2020-02-27,3W,Atul,942
2020-02-27,3W,Kinetic,935
2020-02-27,4W,Maruti Suzuki,1505
2020-02-27,4W,Hyundai,1328
2020-02-27,4W,Tata Motors,1181
2020-02-27,4W,Mahindra,1215
2020-02-27,4W,Kia,1787
2020-02-27,4W,Toyota,733
2020-02-27,4W,Honda,1797
2020-02-27,4W,MG,868
2020-02-27,4W,Skoda,1458
2020-02-27,4W,Volkswagen,2105
2020-02-28,2W,Hero,9422
2020-02-28,2W,Honda,11983
2020-02-28,2W,TVS,11085
2020-02-28,2W,Bajaj,7083
2020-02-28,2W,Royal Enfield,3968
2020-02-28,2W,Yamaha,8732
2020-02-28,2W,Suzuki,6755
2020-02-28,2W,Ola Electric,4543
2020-02-28,2W,Ather,3802
2020-02-28,3W,Bajaj,612
2020-02-28,3W,Piaggio,454
2020-02-28,3W,Mahindra,638
2020-02-28,3W,TVS,695
2020-02-28,3W,Atul,419
2020-02-28,3W,Kinetic,881
2020-02-28,4W,Maruti Suzuki,933
2020-02-28,4W,Hyundai,1939
2020-02-28,4W,Tata Motors,1518
2020-02-28,4W,Mahindra,2111
2020-02-28,4W,Kia,1262
2020-02-28,4W,Toyota,1028
2020-02-28,4W,Honda,829
2020-02-28,4W,MG,1336
2020-02-28,4W,Skoda,1052
2020-02-28,4W,Volkswagen,1761
2020-02-29,2W,Hero,2025
2020-02-29,2W,Honda,5637
2020-02-29,2W,TVS,5064
2020-02-29,2W,Bajaj,3519
2020-02-29,2W,Royal Enfield,5166
2020-02-29,2W,Yamaha,2855
2020-02-29,2W,Suzuki,3103
2020-02-29,2W,Ola Electric,2271
2020-02-29,2W,Ather,3871
2020-02-29,3W,Bajaj,518
2020-02-29,3W,Piaggio,279
2020-02-29,3W,Mahindra,526
2020-02-29,3W,TVS,282
2020-02-29,3W,Atul,448
2020-02-29,3W,Kinetic,314
2020-02-29,4W,Maruti Suzuki,1206
2020-02-29,4W,Hyundai,975
2020-02-29,4W,Tata Motors,698
2020-02-29,4W,Mahindra,992
2020-02-29,4W,Kia,645
2020-02-29,4W,Toyota,1057
2020-02-29,4W,Honda,672
2020-02-29,4W,MG,1334
2020-02-29,4W,Skoda,1082
2020-02-29,4W,Volkswagen,866
2020-03-01,2W,Hero,1990
2020-03-01,2W,Honda,3204
2020-03-01,2W,TVS,3643
2020-03-01,2W,Bajaj,3741
2020-03-01,2W,Royal Enfield,4777
2020-03-01,2W,Yamaha,4128
2020-03-01,2W,Suzuki,2684
2020-03-01,2W,Ola Electric,3105
2020-03-01,2W,Ather,5042
2020-03-01,3W,Bajaj,713
2020-03-01,3W,Piaggio,525
2020-03-01,3W,Mahindra,678
2020-03-01,3W,TVS,484
2020-03-01,3W,Atul,538
2020-03-01,3W,Kinetic,583
2020-03-01,4W,Maruti Suzuki,959
2020-03-01,4W,Hyundai,548
2020-03-01,4W,Tata Motors,599
2020-03-01,4W,Mahindra,1043
2020-03-01,4W,Kia,634
2020-03-01,4W,Toyota,680
2020-03-01,4W,Honda,491
2020-03-01,4W,MG,671
2020-03-01,4W,Skoda,1240
2020-03-01,4W,Volkswagen,722
2020-03-02,2W,Hero,8682
2020-03-02,2W,Honda,8322
2020-03-02,2W,TVS,4962
2020-03-02,2W,Bajaj,9655
2020-03-02,2W,Royal Enfield,5597
2020-03-02,2W,Yamaha,6484
2020-03-02,2W,Suzuki,4488
2020-03-02,2W,Ola Electric,7289
2020-03-02,2W,Ather,8386
2020-03-02,3W,Bajaj,711
2020-03-02,3W,Piaggio,601
2020-03-02,3W,Mahindra,362
2020-03-02,3W,TVS,373
2020-03-02,3W,Atul,1000
2020-03-02,3W,Kinetic,494
2020-03-02,4W,Maruti Suzuki,2102
2020-03-02,4W,Hyundai,1735
2020-03-02,4W,Tata Motors,1836
